Hour;Temperature;Relative_Humidity;CO2;TVOC;Light_Level;Occupancy;PM2.5;PM10;Radiator_Temperature
2025-06-25 08:00:00;22;58,04777778;388,4333333;0,01;1,2;0,83;27,5;28,9;
2025-06-25 09:00:00;22;55,29555556;388,3333333;0,01;2;1;26,835;28,25;
2025-06-25 10:00:00;22;52,45222222;383,2666667;0,01;2;1;23,9;25,1;
2025-06-25 11:00:00;22;53,70777778;374,6333333;0,01;2;1;24;25,5;22
2025-06-25 12:00:00;;53,9;391,5;0,01;2;1;27,5;28,5;22
2025-06-25 13:00:00;;53,5;381,3666667;0,01;1,6;1;26,6;27,5;22
2025-06-25 14:00:00;22;54,77777778;370;0,01;0,75;1;26,625;28,25;22
2025-06-25 15:00:00;22;53,94444444;373,6666667;0,01;1,1;1;26,9;28,1;22
2025-06-25 16:00:00;22;54,27777778;379,39;0,01;1;1;23,665;24,335;22
2025-06-25 17:00:00;;55,04111111;368,9;0,01;1;1;27,6;28,5;
2025-06-25 18:00:00;;56,12888889;376,7233333;0,01;1;1;24;24,915;
2025-06-26 08:00:00;22,33333333;58,91444444;377,4;0,01;1,2;;33;34,8;22
2025-06-26 09:00:00;22;55,07333333;391,89;0,01;2;1,67;30,415;32,085;
2025-06-26 10:00:00;22;52,37777778;531,1666667;61,955;2;13,67;28,2;29,5;
2025-06-26 11:00:00;22,33333333;49,03777778;1020,556667;169,25;2;20,5;31,165;32,915;
2025-06-26 12:00:00;;50,35222222;1183;256,985;1,585;3;31,335;34,835;
2025-06-26 13:00:00;24;53,24777778;968,2;322,015;1,25;;32,6;35,5;22,5
2025-06-26 14:00:00;23,5;51,53666667;795;285,365;1,335;;31,585;34,835;22,66666667
2025-06-26 15:00:00;23,5;51,05555556;661,61;175,055;1;;32,585;34,915;
2025-06-26 16:00:00;23,33333333;49,33333333;565,7766667;74,585;0,75;;29,585;31,665;
2025-06-26 17:00:00;23,5;49,57333333;495,11;0,01;1;;29,665;32,585;
2025-06-26 18:00:00;23,33333333;50,66666667;450,5;0,01;1;;25,915;27,5;23
2025-06-27 08:00:00;24;59,05555556;416;105,935;1,25;1,5;27,5;30;
2025-06-27 09:00:00;26,5;61,79666667;906,9433333;310,225;1,335;29,67;24,665;26,415;24
2025-06-27 10:00:00;27;64,62555556;1562,176667;362,65;1,4;22,5;27,6;29,1;25
2025-06-27 11:00:00;27;59,06666667;1646,466667;341,625;1,15;10,4;25,9;27,6;26
2025-06-27 12:00:00;25,5;54,52222222;1778,843333;280;1;3,17;24,4;25,7;25
2025-06-27 13:00:00;24;55,64777778;1781,61;394,265;1;0,67;25,415;27,835;
2025-06-27 14:00:00;25;54,83333333;1994,333333;400,715;1,25;1,17;18,835;20,75;
2025-06-27 15:00:00;;53,64285714;2013,666667;336,495;1,25;0,17;15,585;16,665;
2025-06-27 16:00:00;24;54,4375;1883,59;354,43;1,7;;13,7;14,2;
2025-06-27 17:00:00;24;54,51888889;1529,223333;326,84;1,335;;10,915;12,335;
2025-06-27 18:00:00;24;54,72222222;1742,776667;244,075;1,83;;10,165;10,915;
2025-06-30 08:00:00;28;53,22222222;433,1666667;192,835;1,415;;9,335;9,585;
2025-06-30 09:00:00;28,66666667;54,5;728,5;252,72;2;33;11,5;12,835;27
2025-06-30 10:00:00;30;52,61111111;612,4666667;260,21;1,65;25,67;15,6;16,6;28
2025-06-30 11:00:00;30,5;48,69444444;523,3333333;0,01;2,5;15;16,625;17,5;29
2025-06-30 12:00:00;30;47,74111111;546,1666667;0,01;2,17;21,33;15,915;16,25;29
2025-06-30 13:00:00;31;46,07444444;511,4433333;0,01;2;6;15,665;16,165;29,75
2025-06-30 14:00:00;30,6;44,87;491,9433333;0,01;1,5;7;16,25;18,5;30
2025-06-30 15:00:00;30,8;43,64625;440,4433333;0,01;1,585;;13,165;13,165;30
2025-06-30 16:00:00;31;44,01777778;411,2233333;0,01;2;;16;16,25;30
2025-06-30 17:00:00;31,4;44,70333333;401,7666667;0,01;0,95;;15,9;16,8;30
2025-06-30 18:00:00;30;47,27777778;405,6666667;137,005;1;;15,915;16;30
